nct_id,start_year,label_strict,split
NCT00376961,2006.0,0,train
NCT01983878,2013.0,0,train
NCT00089635,2004.0,0,train
NCT05553808,2019.0,0,test
NCT01057017,2010.0,0,train
NCT04056910,2021.0,0,test
NCT01027910,2009.0,0,train
NCT02471313,2015.0,1,train
NCT02052960,2014.0,0,train
NCT00253370,2005.0,0,train
NCT01051570,2010.0,0,train
NCT00410813,2007.0,0,train
NCT02718820,2016.0,0,test
NCT02547662,2015.0,0,train
NCT00439270,2007.0,0,train
NCT00400569,2006.0,0,train
NCT01083641,2010.0,0,train
NCT01853748,2013.0,1,train
NCT00374868,2006.0,0,train
NCT04534218,2020.0,1,test
NCT00095680,2004.0,1,train
NCT00094835,2005.0,1,train
NCT02805725,2015.0,0,train
NCT00534417,2007.0,0,train
NCT02500576,2015.0,0,train
NCT02119676,2014.0,0,train
NCT00134082,2005.0,0,train
NCT01197560,2010.0,0,train
NCT03248427,2017.0,1,test
NCT00900627,2009.0,0,train
NCT04495894,2020.0,0,test
NCT00408603,2006.0,1,train
NCT00130442,2005.0,1,train
NCT02060370,2014.0,0,train
NCT00003631,1998.0,0,train
NCT04332653,2020.0,1,test
NCT02152137,2014.0,0,train
NCT01576588,2011.0,0,train
NCT00599170,2008.0,1,train
NCT00495170,2006.0,0,train
NCT00679341,2008.0,0,train
NCT02636322,2016.0,0,test
NCT03829722,2019.0,0,test
NCT05109442,2021.0,0,test
NCT00364286,2006.0,0,train
NCT03113422,2017.0,0,test
NCT00510653,2002.0,0,train
NCT00002601,1994.0,0,train
NCT03098030,2017.0,0,test
NCT01876212,2014.0,1,train
NCT01946165,2013.0,0,train
NCT01776307,2012.0,0,train
NCT01807611,2013.0,0,train
